id,sid,reading,ses,race
10002172,1647,57.4617,0.3603,B
10002173,2015,52.4677,-0.141,W
10002175,1658,52.6437,-0.265,H
10002176,1698,43.9315,-0.236,H
10002177,1531,63.4974,0.7766,W
10002178,1366,46.7063,-1.54,B
10002180,2171,48.9394,-0.733,H
10002181,2305,51.4715,-1.8,W
10002182,2190,51.7447,0.6927,W
10002183,1130,46.8564,-0.896,B
10002184,2193,61.41,-1.8,H
10002185,1148,53.807,-0.605,W
10002186,1389,84.283,0.7678,A
10002187,1087,41.9004,-0.773,W
10002188,1179,49.578,-1.22,H
10002189,1704,51.9759,-0.196,W
10002190,1021,49.6182,-0.976,A
10002191,1021,53.5747,1.061,H
10002192,1206,58.0654,-0.298,W
10002193,2147,56.067,0.8815,W
10002194,1517,57.8265,0.8057,W
10002195,1228,44.1641,-0.255,W
10002196,2013,69.7167,0.7364,B
10002197,2302,57.1655,-1.26,H
10002201,1328,46.0844,0.3838,W
10002202,1037,54.1529,-1.3,B
10002203,2306,61.4018,1.266,W
10002204,1958,44.9366,-0.551,H
10002207,1389,47.3811,-0.171,W
10002208,1682,52.603,-0.486,B
10002209,2154,52.7282,-0.866,B
10002210,1384,49.7685,0.2513,B
10002211,2129,48.6295,-0.32,B
10002212,2125,41.9367,-2.07,AI
10002213,1519,49.5144,-0.79,AI
10002214,1445,57.929,0.8609,W
10002215,1740,44.1966,-1.13,H
10002216,1989,43.011,-1.38,H
10002217,1263,54.664,-0.57,H
10002218,2244,47.0357,-0.193,W
10002219,1739,61.5928,-0.474,W
10002220,1994,54.0442,0.6526,W
10002222,2139,47.786,-1.26,A
10002224,1255,51.0687,-0.614,W
10002225,1315,51.0538,0.0153,W
10002226,2025,71.1125,2.07,W
10002227,2212,45.7094,-0.242,W
10002228,1460,41.3538,-0.675,H
10002229,1130,52.543,-0.868,B
10002230,1698,82.8638,1.13,W
10002231,1735,58.6,0.5055,A
10002232,1783,60.994,0.6576,B
10002233,1336,40.1287,-0.854,H
10002234,1293,69.2795,0.1377,W
10002235,1566,63.8443,0.4645,W
10002236,1037,42.8889,-2.07,B
10002239,2095,69.9856,1.257,W
10002240,1660,45.5932,0.3505,AI
10002241,1886,50.773,0.0052,H
10002243,2294,45.8263,-0.46,W
10002244,1795,45.2929,-0.729,H
10002245,2126,57.9409,1.329,W
10002246,1136,67.7374,1.204,W
10002247,2036,45.8231,0.8761,W
10002252,2236,47.6884,-0.276,W
10002253,2006,53.1848,-0.353,W
10002254,2053,69.5165,-0.459,H
10002255,1071,41.5966,-0.69,B
10002256,1480,49.9149,-0.335,H
10002257,1953,41.814,0.5318,H
10002258,1062,48.9044,0.1441,W
10002259,2175,40.4461,0.1254,W
10002260,1738,58.1213,1.213,H
10002261,1282,60.2193,1.335,W
10002264,1639,41.488,-0.902,B
10002266,1307,56.9886,0.2944,W
10002267,1591,56.8763,-0.167,W
10002268,1060,61.5119,-0.4,W
10002270,1388,58.1067,0.8854,W
10002271,1100,39.3561,-0.737,H
10002272,2093,37.5215,-0.046,A
10002273,2136,53.073,-0.005,H
10002274,1477,59.0245,1.252,W
10002275,1121,54.1446,1.143,HPI
10002276,1913,58.422,-0.272,W
10002277,2025,42.6029,1.596,W
10002278,1568,45.1147,0.0501,H
10002279,1017,63.0701,-0.282,H
10002280,1465,79.4169,1.494,H
10002281,2322,44.7202,0.2798,A
10002282,1736,39.9359,-0.094,B
10002284,1382,58.3635,-0.039,W
10002287,2057,50.3263,0.7635,B
10002288,1259,43.8684,-0.686,H
10002289,1439,58.6427,-1.16,H
10002291,1014,65.9837,1.475,B
10002292,1587,58.0987,1.088,W
10002293,2299,54.5627,0.9015,W
10002295,1302,52.7156,0.7792,A
10002296,2202,47.571,0.2056,B
10002297,2247,69.1475,-1.78,A
10002298,1332,48.6684,-1.13,H
10002299,1438,53.2493,-0.499,W
10002300,2102,45.0305,0.3188,H
10002301,1499,54.4145,-0.192,H
10002302,1576,59.1338,1.13,W
10002303,1017,69.5481,0.7574,A
10002304,1630,53.5595,0.3924,W
10002305,1687,55.0905,-1.4,H
10002309,1505,54.0638,-1.81,A
10002310,2102,50.2723,-0.172,B
10002311,2035,52.9402,-0.943,AI
10002312,2074,70.0229,1.269,W
10002313,1414,44.533,-0.728,W
10002315,2201,53.4509,-0.751,W
10002316,1521,51.2118,0.0153,W
10002317,2186,61.3055,0.9342,W
10002318,1320,66.2724,-0.174,B
10002319,1764,61.0645,0.5305,W
10002320,1911,59.1224,-0.48,W
10002322,1723,43.9533,-0.753,B
10002323,2058,52.8697,-0.849,B
10002324,1953,42.866,0.215,B
10002325,1425,67.3737,-0.26,HPI
10002326,2015,62.6365,-0.014,B
10002330,1019,80.0349,1.249,W
10002331,1028,56.046,-0.885,H
10002332,2182,56.1196,0.3466,A
10002333,1452,58.5573,-1.54,B
10002335,2069,57.5437,-0.957,B
10002336,1021,53.9555,0.0312,W
10002337,1329,52.5914,-0.586,AI
10002338,1473,43.9652,1.241,H
10002339,1997,53.478,-0.499,W
10002340,2049,42.9281,-0.279,W
10002341,2057,49.1467,1.156,B
10002343,1378,46.9677,-0.097,A
10002345,1232,45.9209,-1.45,B
10002346,2312,52.7029,-1.28,W
10002347,1407,52.8091,-0.383,W
10002349,2134,44.2151,1.499,W
10002350,2095,52.0472,0.3238,W
10002351,1954,64.0741,-1.21,H
10002352,1478,48.7624,-0.181,W
10002353,2028,47.7441,0.7434,W
10002355,2157,60.3942,-0.052,H
10002357,2184,61.8548,-0.638,W
10002359,2046,56.102,-0.039,B
10002360,1921,54.2195,-0.226,AI
10002362,2313,69.6531,-0.211,B
10002363,1171,70.8068,-0.955,H
10002366,1354,44.292,-0.788,H
10002368,1281,54.6907,-0.049,B
10002370,1606,63.925,1.556,W
10002373,1631,59.9245,-1.08,H
10002374,1689,46.2737,1.001,W
10002375,2109,53.4109,-1.1,W
10002376,1310,47.0916,-1.15,H
10002377,2300,59.29,0.2655,W
10002378,2302,51.4959,-1.02,H
10002379,1887,62.0424,1.12,W
10002380,1491,65.5638,0.0639,W
10002381,1265,55.2569,0.7543,A
10002382,1031,56.659,1.687,B
10002383,1662,51.6381,-1.05,B
10002384,1228,55.6415,-0.763,W
10002385,1023,46.7548,0.0999,W
10002386,1185,38.8686,-0.712,H
10002387,1282,51.9369,0.0187,W
10002388,1041,41.0116,-0.373,W
10002389,1067,47.52,-2.07,H
10002390,2257,44.4315,0.7125,W
10002391,1695,49.2266,1.141,A
10002393,2116,44.5427,-0.924,W
10002394,1355,54.7734,-0.236,A
10002396,1133,54.89,-0.516,B
10002398,1544,41.7534,-1.11,B
10002399,1742,53.3429,-0.208,W
10002400,2089,42.8856,0.3594,B
10002401,1266,49.8925,-0.226,A
10002402,1310,42.7876,1.017,A
10002403,1636,51.1332,0.0111,W
10002404,1435,47.6131,-0.652,W
10002405,1208,55.247,0.1745,W
10002406,2300,47.2803,-0.346,W
10002408,1976,75.2044,-0.499,B
10002411,1766,50.6296,0.6675,W
10002412,1955,53.974,-0.938,H
10002413,2238,47.8054,-0.614,H
10002415,1118,64.6507,-0.668,H
10002416,2181,63.3289,-0.229,W
10002417,1297,45.2717,-0.107,W
10002418,1740,53.3679,0.2623,W
10002419,1902,42.1049,-0.77,H
10002421,1579,34.8674,-1.24,H
10002422,1772,52.7214,-0.002,B
10002423,1490,45.9136,-0.953,H
10002424,1187,51.8526,-0.69,W
10002425,2204,66.6335,1.544,W
10002426,1226,40.0435,-1.08,B
10002427,1339,83.7562,1.928,A
10002428,1706,60.6256,1.209,H
10002430,1581,61.9238,1.316,W
10002431,1391,42.8225,-0.88,AI
10002432,1404,51.2745,-0.54,W
10002433,1827,50.0089,-1.81,H
10002434,1106,47.1245,0.9122,W
10002435,1945,63.4882,0.2228,W
10002437,1473,45.7564,0.7948,A
10002439,1248,46.2819,0.4068,H
10002440,1193,51.3195,0.4621,B
10002441,2288,68.9783,0.671,H
10002442,1637,43.8379,-0.574,W
10002443,1887,45.5733,-0.3,B
10002444,1019,57.6961,-0.308,W
10002445,1184,61.6061,0.4323,W
10002446,1607,60.7812,-1.03,B
10002447,2206,46.4445,-0.643,W
10002448,2113,50.3263,1.39,W
10002449,2302,43.4267,-1.26,H
10002450,2043,59.1011,0.0993,W
10002452,1805,49.1411,-0.301,A
10002453,2316,52.2707,-0.127,W
10002454,2068,45.9229,-1.37,W
10002455,1532,62.3958,1.069,W
10002456,1373,43.2412,-0.175,W
10002457,1631,60.6993,-1.65,H
10002458,1138,47.3357,-0.598,B
10002459,2242,65.0943,-0.69,W
10002460,1187,72.2193,-0.612,W
10002462,1405,46.5442,0.4318,W
10002463,1636,43.4693,-0.657,W
10002464,2086,33.6786,-1.08,H
10002465,1896,47.7519,-0.804,W
10002466,1742,51.2867,-0.606,B
10002467,1063,48.2722,-0.614,W
10002469,1477,59.3578,-0.208,W
10002471,1375,65.3691,0.1431,H
10002472,1003,75.1109,0.4834,W
10002473,1494,47.1692,-0.073,W
10002474,2323,60.0041,-1.38,B
10002475,1825,61.4806,-0.002,B
10002476,1311,49.7386,-0.769,B
10002477,2086,39.2917,-1,H
10002478,1339,57.5605,1.493,W
10002480,1807,38.9486,-0.825,H
10002481,2188,75.5185,-0.39,A
10002482,2038,48.6095,0.5641,W
10002483,2166,53.0474,0.4302,W
10002484,1495,52.2755,0.3356,W
10002485,2257,57.4477,0.2374,W
10002488,2302,61.7442,-0.99,H
10002490,1570,45.9344,-0.984,H
10002491,1619,74.8448,0.7671,W
10002492,1152,47.8628,-0.323,W
10002494,1037,60.3511,-1.81,H
10002495,1053,41.6177,-1.01,H
10002496,1574,71.6163,0.3676,W
10002500,2091,49.6994,-0.221,B
10002501,1839,37.7099,-1.2,H
10002502,1740,64.2492,-0.751,B
10002503,1533,55.9416,-0.231,W
10002506,1315,59.6276,0.867,W
10002508,2242,45.5722,-0.023,W
10002509,1904,53.16,-0.792,H
10002510,1458,49.8412,-0.181,H
10002511,1171,48.3249,-0.765,H
10002512,2211,55.2337,-0.321,W
10002515,2018,50.9213,0.0232,AI
10002516,1389,48.5133,-0.804,H
10002517,1797,59.8841,0.6737,W
10002519,1849,53.6242,-0.613,B
10002520,1849,54.7755,-0.454,B
10002521,1629,53.1313,0.6034,W
10002523,2003,52.3042,1.038,H
10002525,2023,96.3661,1.609,W
10002526,1460,51.6796,-1.4,HPI
10002527,1379,49.6667,-0.237,W
10002528,2195,38.4473,0.1799,H
10002529,2125,38.0452,-1.09,AI
10002530,1384,68.7045,-0.425,A
10002531,2229,51.008,-1.09,H
10002533,2043,60.4405,-0.978,W
10002534,1302,73.0316,0.9063,A
10002535,1832,52.2429,-1.19,H
10002536,2240,51.973,-0.808,H
10002537,1342,58.3866,-0.318,B
10002538,1443,60.4839,0.3962,W
10002539,2271,68.5082,0.538,W
10002540,1610,64.3085,0.7328,A
10002541,1386,38.3758,-1.27,H
10002542,2274,84.8534,0.5244,W
10002543,1947,50.9586,-0.25,HPI
10002544,2272,52.3397,-0.768,W
10002545,1674,53.8581,-0.871,W
10002546,1259,45.4945,-1.14,H
10002547,1753,60.9016,-0.304,H
10002549,2232,47.3001,-0.686,B
10002552,1652,42.8617,-0.734,H
10002553,2058,50.102,0.4309,B
10002554,1455,67.9839,0.6737,W
10002555,1766,47.7723,0.1997,W
10002557,1721,52.3532,-0.771,W
10002558,1543,59.6673,0.2046,W
10002559,1823,59.141,0.5761,W
10002560,1155,39.7469,-0.232,H
10002561,1162,61.343,-0.821,H
10002562,1506,39.3443,-1.11,W
10002563,1276,88.5181,0.0794,A
10002564,1149,44.0892,-0.61,H
10002565,1874,57.7273,-0.407,B
10002567,1903,45.1093,0.3585,W
10002568,1245,52.5092,0.7651,W
10002569,1543,53.1471,-0.368,W
10002571,2112,60.4204,1.344,A
10002573,1110,39.2403,-1.8,H
10002575,2240,47.0816,-0.857,W
10002576,1668,53.2076,0.6003,W
10002577,1704,71.5763,0.4575,W
10002578,1140,94.9833,0.6696,HPI
10002579,1102,71.3669,1.918,W
10002580,1378,51.0342,0.217,W
10002581,2052,58.7522,1.077,H
10002582,1082,43.4682,-0.849,B
10002583,2179,42.4641,2.006,W
10002584,1256,59.6836,-0.358,W
10002585,2221,52.8003,-0.194,W
10002586,1811,45.2272,-1.38,H
10002587,1764,59.2612,0.2047,W
10002588,1625,52.7136,1.037,B
10002589,2088,71.7528,0.7943,W
10002590,1319,40.4134,-0.131,H
10002591,1588,48.3221,-0.388,H
10002593,2215,40.4193,-0.828,H
10002594,1019,53.2741,1.076,W
10002595,1795,47.4344,1.371,A
10002596,1231,63.238,1.627,W
10002597,1465,55.1697,-0.426,H
10002599,1670,46.7558,0.221,W
10002600,1326,54.2498,-0.29,B
10002601,1925,63.2289,-0.912,H
10002602,2202,59.0712,-1.35,B
10002603,1780,101.5396,1.373,W
10002604,2096,43.1167,-1.45,H
10002605,1925,40.3077,0.1895,H
10002606,1089,61.6775,0.3034,H
10002607,1469,45.103,-1.61,H
10002608,1194,52.6291,0.4613,W
10002609,1079,48.7036,0.4359,H
10002612,1176,48.8022,-0.066,W
10002613,1131,57.8514,0.2427,W
10002614,1367,52.5856,-0.198,W
10002615,1628,50.6324,0.0857,W
10002616,1316,41.0136,-0.059,H
10002617,1654,48.4866,-0.244,W
10002618,1878,59.8036,-0.037,W
10002619,1217,74.6335,-0.143,H
10002621,1788,53.9175,-0.268,AI
10002623,1676,70.5815,1.29,W
10002624,1500,53.3838,0.7081,W
10002626,1302,63.5784,0.1028,H
10002627,1271,42.3549,-1,W
10002628,2187,54.6533,-0.164,A
10002629,1520,68.9427,-0.53,H
10002630,2261,48.4407,-0.565,W
10002632,2278,61.6509,-0.607,AI
10002634,2048,47.2258,1.043,H
10002635,1515,39.0425,-0.866,H
10002636,2166,59.3607,0.7278,W
10002637,1251,50.2742,1.346,A
10002638,1768,56.5407,1.64,W
10002640,1910,44.2833,-0.265,B
10002642,2151,58.7258,0.3114,A
10002643,1673,44.7149,-1.09,W
10002644,1752,54.4377,0.5518,W
10002645,1832,41.5101,-1.3,AI
10002646,1753,45.1721,0.431,W
10002649,1869,44.3342,-0.572,H
10002650,1591,48.7861,1.198,W
10002651,1200,100.189,-0.048,W
10002652,1779,64.9989,0.7875,W
10002653,2253,53.7581,-0.504,W
10002654,1632,47.664,-0.188,A
10002655,1715,45.4344,-0.978,H
10002656,2136,39.8396,-0.319,HPI
10002657,1494,50.6445,0.2056,W
10002659,2326,52.6485,-0.922,H
10002660,1445,57.8882,1.095,W
10002661,2036,45.3183,0.6849,W
10002663,1652,41.4996,-0.844,B
10002664,1325,53.6646,1.388,W
10002665,1187,41.8673,0.8437,W
10002666,1358,49.1467,-1.2,H
10002667,1171,58.1387,-1.16,H
10002668,1560,54.7734,-0.546,W
10002669,1215,51.3438,0.1363,W
10002670,1400,48.4656,-0.264,W
10002671,1457,63.2743,0.634,W
10002672,1037,44.9003,-0.192,W
10002673,1268,48.6333,-1.6,H
10002674,2154,55.0697,1.119,W
10002675,1737,51.5975,-0.09,W
10002676,2261,54.6993,1.149,W
10002677,1418,53.8489,-1.3,H
10002678,2232,35.836,-0.155,B
10002679,2175,56.8788,0.8613,W
10002680,1022,52.9138,-0.108,W
10002682,2276,81.696,-0.143,W
10002683,1131,56.864,0.6384,W
10002685,1412,41.9795,-1.17,H
10002686,2119,62.3508,1.262,W
10002687,1377,46.0296,-0.769,W
10002688,1631,69.0592,-0.035,H
10002689,1513,70.8119,-0.449,W
10002690,1884,58.8443,0.1924,W
10002691,2154,51.9607,-0.409,W
10002692,1547,55.937,-0.689,H
10002693,1038,54.5744,-0.034,B
10002695,1513,68.9641,-0.191,H
10002696,2318,55.0292,-2.07,W
10002699,1580,50.6436,-1.31,H
10002700,1039,52.4022,0.614,W
10002701,1318,53.7012,-0.577,H
10002703,1460,41.7693,-1.05,H
10002704,2193,61.6409,-1.42,H
10002705,1420,44.4445,-0.414,W
10002707,1322,47.5494,-0.037,W
10002710,2135,53.5273,-0.017,W
10002711,2075,53.5394,1.133,W
10002712,1740,66.1757,-1.05,H
10002714,1836,42.6474,0.0137,W
10002716,2067,46.206,-0.231,W
10002718,1149,42.0899,0.0414,W
10002720,1411,47.0157,-0.421,W
10002721,1483,52.6495,-0.09,H
10002722,1856,47.1921,0.5694,W
10002723,1506,43.0884,0.6839,W
10002724,2250,93.6322,1.011,A
10002726,1273,56.2276,-0.209,W
10002727,2045,52.459,0.2396,W
10002728,2060,58.0587,-0.319,B
10002729,1494,45.0987,-0.375,W
10002730,1147,53.5193,-0.363,W
10002731,1193,62.337,0.1068,W
10002732,1244,70.2151,-0.549,H
10002734,1136,48.8524,1.917,W
10002736,1505,49.775,-0.648,H
10002737,1172,66.0586,1.58,A
10002738,1939,110.5741,-0.18,B
10002739,2313,58.9004,0.45,W
10002740,1088,63.8294,0.8456,B
10002741,1849,61.4379,-0.547,B
10002742,2244,47.8638,0.5382,A
10002744,2295,44.5729,-0.453,B
10002745,2069,53.4851,0.6969,W
10002746,1386,40.0532,-1.8,H
10002748,1811,39.8967,-0.881,W
10002750,1541,64.1843,0.5675,W
10002751,1003,53.0789,0.3576,B
10002752,1924,48.4636,-0.607,B
10002753,1714,57.3497,1.242,W
10002754,1243,65.6067,-0.226,B
10002755,1968,56.3495,-0.177,AI
10002756,1353,52.5701,-0.753,B
10002757,2016,51.5778,-0.268,AI
10002759,1473,54.6042,1.238,W
10002761,1738,57.342,-0.586,W
10002762,1517,48.8798,-1.06,B
10002764,2088,58.705,0.2112,W
10002765,2139,53.6312,-0.034,A
10002766,1284,54.3556,1.088,W
10002767,1817,68.2906,-0.938,W
10002768,1812,42.7844,-0.669,H
10002769,2159,43.4584,-1.17,W
10002770,2284,52.5401,-0.548,W
10002771,1562,47.0587,-1.17,AI
10002776,1922,52.9275,0.3904,A
10002777,1348,39.0938,-1.09,B
10002779,2106,53.7164,0.6666,W
10002781,2293,50.2091,-0.748,A
10002782,1467,53.9802,0.7269,W
10002783,1212,49.0695,-1.26,A
10002784,1121,56.1102,-0.042,H
10002785,2046,54.1114,-0.491,H
10002786,1946,72.4646,0.6341,W
10002787,1412,55.1223,-0.419,B
10002788,2195,48.823,-0.435,H
10002789,1768,63.49,1.257,W
10002790,1842,108.6286,1.714,A
10002791,1430,106.4674,0.0802,B
10002792,1753,57.5168,-0.138,W
10002793,1820,48.1953,0.0448,A
10002795,2230,63.3965,0.4812,B
10002796,1258,56.8714,-0.837,W
10002797,1993,41.358,1.001,W
10002798,1589,75.965,-0.677,B
10002799,1607,42.9238,-0.164,B
10002800,1904,41.4313,-0.607,H
10002801,1822,52.7857,0.4285,W
10002802,1251,54.5054,0.2446,A
10002804,1496,39.7723,-0.917,H
10002805,1057,60.1098,-0.226,B
10002806,1243,47.6669,0.0782,B
10002807,1332,53.4981,0.7982,H
10002808,1904,34.8674,-1.01,B
10002809,2250,54.9138,-0.946,B
10002811,1807,48.2434,-0.593,H
10002812,1892,50.0648,-0.773,H
10002813,1208,70.584,0.4021,H
10002814,1648,52.9785,-1.15,A
10002815,1157,44.7857,-0.814,W
10002816,2135,63.7342,0.4748,A
10002817,1961,54.0245,-0.263,W
10002818,1735,78.2871,0.6029,A
10002819,2166,42.5714,-0.753,W
10002821,1787,43.1157,1.268,W
10002822,1428,49.0959,-0.821,W
10002824,1178,59.4274,-0.689,H
10002825,1144,46.6497,0.7391,W
10002826,1164,44.4261,1.732,W
10002827,1017,52.6544,0.8027,W
10002828,2139,59.8766,-0.08,H
10002829,1798,55.4295,-1.03,W
10002830,2284,60.6742,-0.36,W
10002832,1620,50.2593,0.0457,A
10002833,1722,50.0881,0.442,W
10002834,2314,46.4037,-0.096,B
10002837,2204,58.007,0.5775,A
10002838,1065,55.1917,-0.148,W
10002839,1376,51.9901,0.2602,H
10002840,1089,65.1562,1.614,H
10002841,1345,47.8492,0.0193,W
10002842,2201,45.611,-1.18,H
10002843,1102,50.6725,-0.751,W
10002844,1858,43.9576,0.0894,H
10002845,1247,52.9982,0.2043,W
10002846,2085,78.3948,2.12,W
10002847,2313,52.4976,-1.44,H
10002848,1557,42.915,0.3666,A
10002849,2240,47.1642,0.0232,W
10002850,1036,69.4995,0.024,W
10002852,1127,55.9289,0.1828,B
10002853,1435,95.5593,0.9281,W
10002854,1446,51.9635,0.9778,W
10002855,1848,50.1179,-0.237,W
10002856,1892,61.5383,1.316,H
10002858,2272,38.8617,-0.787,B
10002859,1379,59.765,0.0884,W
10002860,2109,50.3123,0.4834,W
10002861,1299,46.0079,-0.614,W
10002862,1319,60.7071,1.263,A
10002863,1271,50.0564,-0.835,W
10002864,1434,49.3496,-0.672,W
10002865,1924,54.04,0.2056,B
10002866,1878,75.1046,1.491,W
10002867,1740,63.6247,-0.675,B
10002868,1320,52.2113,-1.09,B
10002870,1597,54.5446,1.799,W
10002871,1588,52.7467,-0.405,W
10002872,1690,68.667,0.7358,W
10002873,2041,48.5266,-0.085,W
10002874,1289,48.499,-0.282,H
10002875,1582,56.8788,-1.15,B
10002876,1979,40.4283,-0.508,W
10002877,1673,46.8464,-0.274,W
10002878,1828,48.1048,0.5229,A
10002879,1786,50.9819,1.011,B
10002880,2068,56.1888,1.191,W
10002881,2294,38.5362,-0.45,H
10002882,1130,50.8327,-0.801,B
10002883,1382,50.9129,-0.028,W
10002884,2299,96.5692,0.5849,W
10002885,1445,55.6767,1.268,W
10002886,2041,51.542,-0.845,W
10002887,1296,60.9701,0.7334,W
10002888,1615,52.5411,-0.325,W
10002889,1237,42.0695,-0.093,W
10002890,2257,53.0277,-0.794,W
10002891,1248,54.8759,1.099,A
10002892,1063,54.754,-0.705,H
10002893,1439,52.8374,-0.729,B
10002894,1512,58.8709,-0.693,A
10002896,1559,43.2368,0.5664,B
10002898,1610,44.3126,-0.268,W
10002899,1175,53.7205,-0.116,W
10002900,2118,52.3974,-0.449,H
10002901,1510,53.7907,0.1908,B
10002902,2281,53.9401,-0.518,W
10002903,1333,42.7626,-0.096,W
10002904,1231,57.0221,0.9159,W
10002905,1414,40.2841,-0.121,W
10002908,1022,53.8919,0.267,W
10002909,1677,47.7431,1.242,W
10002910,2032,56.6602,1.141,W
10002911,1765,55.9416,-0.6,W
10002912,1446,102.0809,1.154,W
10002913,1248,55.2392,-0.426,W
10002914,1989,97.9492,0.3871,H
10002915,1906,43.8945,-0.243,W
10002916,1541,66.7429,1.223,W
10002917,1299,38.5387,-0.751,B
10002918,1930,50.3849,-0.189,B
10002919,1078,41.2443,-0.071,H
10002920,1377,55.0982,0.8767,W
10002921,1171,42.1361,-1.33,H
10002922,2230,86.9779,1.799,W
10002924,1841,56.9725,-0.166,H
10002925,1515,39.954,-1.01,AI
10002926,2102,59.4027,-0.405,W
10002929,1526,52.2046,0.2138,H
10002931,1690,48.2328,0.1872,W
10002933,1341,48.62,-0.301,W
10002934,2032,46.9808,0.6596,A
10002935,1930,41.7194,-0.892,H
10002937,1320,48.1799,-0.621,B
10002938,1963,44.5384,-1.17,H
10002939,1218,55.8585,1.168,A
10002941,1710,75.1233,-0.562,W
10002942,2215,53.0602,-0.545,B
10002943,2126,51.4461,-0.463,W
10002944,1932,49.3083,-0.228,W
10002945,2302,76.0907,0.2787,H
10002946,2142,41.5186,1.965,H
10002947,1100,45.2389,-1.29,H
10002948,1599,56.8162,-0.423,W
10002949,1507,41.1706,-0.488,H
10002950,1808,60.6006,-0.54,W
10002951,1828,56.9379,1.076,A
10002952,1549,65.1602,1.687,W
10002953,2202,54.6554,-0.655,B
10002954,1796,42.9052,2.253,A
10002955,1702,49.6509,-0.814,W
10002956,1185,47.1672,-0.966,B
10002958,1247,53.7022,0.0831,W
10002959,1240,50.638,-1.04,A
10002960,1284,57.6987,0.867,W
10002961,1478,56.2795,0.3751,H
10002964,1662,48.695,-0.844,B
10002965,1187,54.3766,-0.578,A
10002966,1566,47.2248,0.5612,W
10002967,1671,55.0971,0.898,A
10002968,1316,54.8737,-1.26,H
10002969,2209,41.402,0.2972,B
10002970,2078,44.5028,0.8576,W
10002971,2139,54.2969,-0.199,A
10002972,2306,42.5736,-1.09,B
10002973,1263,51.9322,-0.7,W
10002974,2159,42.9793,-0.768,H
10002975,2163,52.3868,0.9003,W
10002976,2077,48.8221,-0.159,W
10002977,1066,54.1052,-0.913,H
10002978,2145,38.7209,-0.879,H
10002979,2165,70.8274,2.131,W
10002982,1355,44.3926,-0.226,A
10002983,1327,43.2248,-0.726,W
10002984,1666,59.725,0.8412,B
10002986,2201,47.2278,-0.596,H
10002988,2229,42.0277,-1.69,H
10002990,1520,49.9335,-0.272,H
10002996,1559,50.6445,-0.609,B
10002997,1548,54.04,0.37,W
10002998,1502,75.6898,-0.508,B
10002999,1834,48.0999,0.2056,B
10003001,2207,41.8279,0.1349,B
10003002,1332,42.1393,-0.131,H
10003005,1174,50.7088,-0.645,W
10003006,1200,81.3687,-0.527,W
10003007,1725,57.0445,-0.25,B
10003008,1066,50.4305,-0.785,H
10003009,1690,40.8223,1.13,W
10003010,2329,52.0187,0.055,W
10003011,1597,50.076,1.383,B
10003013,1972,39.6325,1.649,A
10003014,1458,53.8438,1.267,W
10003016,1405,45.9945,0.8797,W
10003017,1033,49.0054,0.7536,A
10003018,1501,65.9401,0.6849,W
10003019,2316,60.5103,0.9152,W
10003020,1244,50.5245,-1.42,H
10003022,2219,51.4226,-1.15,H
10003023,1425,71.2485,0.4143,A
10003024,1945,57.1342,1.1,A
10003025,1375,39.0443,-0.774,H
10003026,1774,43.9326,-0.305,H
10003027,2135,59.6924,0.3821,B
10003029,1879,41.8822,-0.718,W
10003030,1971,69.3856,-0.912,H
10003031,1431,53.6373,-0.023,H
10003032,1452,72.4979,-0.419,B
10003033,1762,41.7715,0.4001,A
10003034,1247,55.7965,1.687,A
10003035,1783,52.772,-1.37,AI
10003037,1662,52.5469,-1.11,B
10003038,1738,47.9927,-0.899,W
10003040,2171,53.7937,-0.942,H
10003041,1896,41.0826,-0.474,W
10003042,2113,55.1542,1.623,A
10003043,1754,54.3735,-0.323,W
10003044,1329,63.621,0.6514,W
10003045,1963,69.8915,0.7869,A
10003047,1251,54.1862,0.0754,A
10003049,1351,47.0317,-1.13,H
10003053,2126,53.692,-0.871,W
10003055,2221,45.4934,0.428,W
10003056,1991,69.4364,1.032,H
10003057,1854,41.4555,-0.444,A
10003058,1290,52.3349,0.4284,B
10003059,2244,60.4514,0.887,W
10003060,2163,56.2925,0.1703,W
10003062,1164,48.3814,0.6524,W
10003063,1335,49.4994,0.2669,A
10003065,2329,69.8372,0.4318,W
10003066,2163,66.0941,1.017,W
10003067,1563,60.9,-0.448,W
10003068,1162,52.0967,-0.552,B
10003069,1924,42.2254,-1.38,B
10003072,1864,53.2205,-0.601,W
10003073,2252,48.0893,0.4566,W
10003075,2316,52.9089,0.9894,W
10003076,2082,48.8174,-1.05,H
10003077,2288,59.7057,1.097,W
10003078,1834,44.5071,-0.204,B
10003079,1411,46.1576,-0.052,B
10003080,1423,53.6586,-0.434,H
10003081,1798,53.2046,0.2559,H
10003082,1085,61.5482,-0.329,B
10003083,1257,65.4034,-0.001,A
10003084,2289,56.0239,-0.009,W
10003087,2207,45.9924,-0.253,W
10003088,1647,51.8658,-0.086,B
10003089,1725,56.3768,-1.26,H
10003090,1341,52.543,0.5724,W
10003091,1148,52.8374,-0.137,W
10003093,2027,53.5343,-0.292,W
10003094,1671,62.8645,0.7095,A
10003097,2095,66.8248,-0.325,W
10003098,1200,52.8707,1.605,W
10003099,1506,44.1662,-1.18,B
10003101,2253,53.6515,-0.974,B
10003102,2061,53.9278,-0.686,H
10003103,1792,46.0968,1.701,W
10003104,2206,61.7944,0.0092,W
10003105,1069,40.3293,-0.164,H
10003106,1780,67.9475,-0.435,H
10003107,1389,47.8453,-0.057,H
